Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,diagnosis,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,neoplastic,Organism,Patient_ID,plate_id,Platform,ReleaseDate,Sample Name,selection,source_name,SRA Study,TISSUE,tsne_cluster,Well
SRR3935308,RNA-Seq,128,181269839,PRJNA330719,SAMN05422830,70718994,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964600,GSM2244404,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244404,Neurons(Thy1),Brain,SRP079058,Tumor,11,F4
SRR3935309,RNA-Seq,128,44099410,PRJNA330719,SAMN05422832,17230103,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964601,GSM2244405,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244405,Neurons(Thy1),Brain,SRP079058,Tumor,11,H8
SRR3935310,RNA-Seq,128,38703812,PRJNA330719,SAMN05422834,15476846,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964602,GSM2244406,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244406,Neurons(Thy1),Brain,SRP079058,Tumor,11,C5
SRR3935311,RNA-Seq,128,337006609,PRJNA330719,SAMN05422836,132862832,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964603,GSM2244407,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244407,Neurons(Thy1),Brain,SRP079058,Tumor,11,D2
SRR3935312,RNA-Seq,128,215265283,PRJNA330719,SAMN05422838,85554363,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964604,GSM2244408,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244408,Neurons(Thy1),Brain,SRP079058,Tumor,11,G2
SRR3935313,RNA-Seq,128,128238508,PRJNA330719,SAMN05422840,50618909,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964605,GSM2244409,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244409,Neurons(Thy1),Brain,SRP079058,Tumor,11,B7
SRR3935314,RNA-Seq,128,53568246,PRJNA330719,SAMN05422842,20946665,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964606,GSM2244410,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244410,Neurons(Thy1),Brain,SRP079058,Tumor,11,A1
SRR3935315,RNA-Seq,128,275732466,PRJNA330719,SAMN05422844,108498009,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964607,GSM2244411,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244411,Neurons(Thy1),Brain,SRP079058,Tumor,11,E3
SRR3935316,RNA-Seq,128,317089,PRJNA330719,SAMN05422846,209263,OPC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964608,GSM2244412,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244412,Neurons(Thy1),Brain,SRP079058,Tumor,9,F10
SRR3935317,RNA-Seq,128,140973295,PRJNA330719,SAMN05422848,55335249,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964609,GSM2244413,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244413,Neurons(Thy1),Brain,SRP079058,Tumor,11,B5
SRR3935318,RNA-Seq,128,110131819,PRJNA330719,SAMN05422850,43099083,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964610,GSM2244414,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244414,Neurons(Thy1),Brain,SRP079058,Tumor,11,E8
SRR3935319,RNA-Seq,128,208073707,PRJNA330719,SAMN05422853,81370873,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964611,GSM2244415,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244415,Neurons(Thy1),Brain,SRP079058,Tumor,11,G8
SRR3935320,RNA-Seq,128,76163275,PRJNA330719,SAMN05422855,29713862,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964612,GSM2244416,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244416,Neurons(Thy1),Brain,SRP079058,Tumor,11,A3
SRR3935321,RNA-Seq,128,245657887,PRJNA330719,SAMN05422857,96372754,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964613,GSM2244417,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244417,Neurons(Thy1),Brain,SRP079058,Tumor,11,F6
SRR3935322,RNA-Seq,128,63808250,PRJNA330719,SAMN05422859,25358495,OPC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964614,GSM2244418,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244418,Neurons(Thy1),Brain,SRP079058,Tumor,9,C3
SRR3935323,RNA-Seq,128,410616710,PRJNA330719,SAMN05422861,163004445,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964615,GSM2244419,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244419,Neurons(Thy1),Brain,SRP079058,Tumor,11,D9
SRR3935324,RNA-Seq,128,183685814,PRJNA330719,SAMN05422863,72642134,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964616,GSM2244420,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244420,Neurons(Thy1),Brain,SRP079058,Tumor,11,G5
SRR3935325,RNA-Seq,128,106216,PRJNA330719,SAMN05422548,126953,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964617,GSM2244421,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244421,Neurons(Thy1),Brain,SRP079058,Tumor,11,A8
SRR3935326,RNA-Seq,128,287017379,PRJNA330719,SAMN05422549,112749275,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964618,GSM2244422,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244422,Neurons(Thy1),Brain,SRP079058,Tumor,11,D7
SRR3935327,RNA-Seq,128,83517293,PRJNA330719,SAMN05422550,32495627,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964619,GSM2244423,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244423,Neurons(Thy1),Brain,SRP079058,Tumor,11,E1
SRR3935328,RNA-Seq,128,90106295,PRJNA330719,SAMN05422551,34914332,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964620,GSM2244424,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244424,Neurons(Thy1),Brain,SRP079058,Tumor,11,E6
SRR3935329,RNA-Seq,128,123491008,PRJNA330719,SAMN05422552,48877579,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964621,GSM2244425,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244425,Neurons(Thy1),Brain,SRP079058,Tumor,11,B8
SRR3935330,RNA-Seq,128,219328841,PRJNA330719,SAMN05422553,86191333,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964622,GSM2244426,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244426,Neurons(Thy1),Brain,SRP079058,Tumor,11,D11
SRR3935331,RNA-Seq,128,346448681,PRJNA330719,SAMN05422554,136210443,OPC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964623,GSM2244427,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244427,Neurons(Thy1),Brain,SRP079058,Tumor,9,C8
SRR3935332,RNA-Seq,128,312405975,PRJNA330719,SAMN05422555,124198802,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964624,GSM2244428,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244428,Neurons(Thy1),Brain,SRP079058,Tumor,11,A4
SRR3935333,RNA-Seq,128,230451403,PRJNA330719,SAMN05422556,91263958,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964625,GSM2244429,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244429,Neurons(Thy1),Brain,SRP079058,Tumor,11,G7
SRR3935334,RNA-Seq,128,191364,PRJNA330719,SAMN05422557,157297,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964626,GSM2244430,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244430,Neurons(Thy1),Brain,SRP079058,Tumor,11,F8
SRR3935335,RNA-Seq,128,130026292,PRJNA330719,SAMN05422558,51689133,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964627,GSM2244431,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244431,Neurons(Thy1),Brain,SRP079058,Tumor,11,C1
SRR3935336,RNA-Seq,128,217374416,PRJNA330719,SAMN05422559,85681801,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964628,GSM2244432,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244432,Neurons(Thy1),Brain,SRP079058,Tumor,11,H11
SRR3935337,RNA-Seq,128,439217,PRJNA330719,SAMN05422560,256499,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964629,GSM2244433,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244433,Neurons(Thy1),Brain,SRP079058,Tumor,11,D6
SRR3935338,RNA-Seq,128,239555898,PRJNA330719,SAMN05422561,95242565,OPC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964630,GSM2244434,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244434,Neurons(Thy1),Brain,SRP079058,Tumor,9,H2
SRR3935339,RNA-Seq,128,208628732,PRJNA330719,SAMN05422562,82486107,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964631,GSM2244435,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244435,Neurons(Thy1),Brain,SRP079058,Tumor,11,G12
SRR3935340,RNA-Seq,128,223033570,PRJNA330719,SAMN05422563,87862341,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964632,GSM2244436,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244436,Neurons(Thy1),Brain,SRP079058,Tumor,11,A12
SRR3935341,RNA-Seq,128,309760317,PRJNA330719,SAMN05422564,122439541,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964633,GSM2244437,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244437,Neurons(Thy1),Brain,SRP079058,Tumor,11,E10
SRR3935342,RNA-Seq,128,207560711,PRJNA330719,SAMN05422565,82144911,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964634,GSM2244438,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244438,Neurons(Thy1),Brain,SRP079058,Tumor,11,H1
SRR3935343,RNA-Seq,128,215670598,PRJNA330719,SAMN05422566,85354448,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964635,GSM2244439,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244439,Neurons(Thy1),Brain,SRP079058,Tumor,11,B6
SRR3935344,RNA-Seq,128,395457834,PRJNA330719,SAMN05422567,156898911,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964636,GSM2244440,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244440,Neurons(Thy1),Brain,SRP079058,Tumor,11,E4
SRR3935345,RNA-Seq,128,78388703,PRJNA330719,SAMN05422568,30546833,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964637,GSM2244441,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244441,Neurons(Thy1),Brain,SRP079058,Tumor,11,F11
SRR3935346,RNA-Seq,128,184812007,PRJNA330719,SAMN05422569,72812171,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964638,GSM2244442,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244442,Neurons(Thy1),Brain,SRP079058,Tumor,11,B1
SRR3935347,RNA-Seq,128,228150889,PRJNA330719,SAMN05422570,90221775,OPC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964639,GSM2244443,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244443,Neurons(Thy1),Brain,SRP079058,Tumor,9,A6
SRR3935348,RNA-Seq,128,201650771,PRJNA330719,SAMN05422571,78475921,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964640,GSM2244444,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244444,Neurons(Thy1),Brain,SRP079058,Tumor,11,F1
SRR3935349,RNA-Seq,128,2549792,PRJNA330719,SAMN05422572,1076159,OPC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964641,GSM2244445,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244445,Neurons(Thy1),Brain,SRP079058,Tumor,9,G1
SRR3935350,RNA-Seq,128,252534974,PRJNA330719,SAMN05422573,99500904,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964642,GSM2244446,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244446,Neurons(Thy1),Brain,SRP079058,Tumor,11,F3
SRR3935351,RNA-Seq,128,194096778,PRJNA330719,SAMN05422574,77609340,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964643,GSM2244447,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244447,Neurons(Thy1),Brain,SRP079058,Tumor,11,B11
SRR3935352,RNA-Seq,128,37855347,PRJNA330719,SAMN05422575,15107305,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964644,GSM2244448,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244448,Neurons(Thy1),Brain,SRP079058,Tumor,11,C4
SRR3935353,RNA-Seq,128,198767897,PRJNA330719,SAMN05422576,78150645,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964645,GSM2244449,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244449,Neurons(Thy1),Brain,SRP079058,Tumor,11,A9
SRR3935354,RNA-Seq,128,387428531,PRJNA330719,SAMN05422577,153746393,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964646,GSM2244450,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244450,Neurons(Thy1),Brain,SRP079058,Tumor,11,E2
SRR3935355,RNA-Seq,128,94262344,PRJNA330719,SAMN05422368,36947151,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964647,GSM2244451,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244451,Neurons(Thy1),Brain,SRP079058,Tumor,11,B4
SRR3935356,RNA-Seq,128,248479575,PRJNA330719,SAMN05422369,98701039,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964648,GSM2244452,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244452,Neurons(Thy1),Brain,SRP079058,Tumor,11,D1
SRR3935357,RNA-Seq,128,234505460,PRJNA330719,SAMN05422370,93340853,OPC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964649,GSM2244453,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244453,Neurons(Thy1),Brain,SRP079058,Tumor,9,H9
SRR3935358,RNA-Seq,128,241663908,PRJNA330719,SAMN05422371,94879562,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964650,GSM2244454,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244454,Neurons(Thy1),Brain,SRP079058,Tumor,11,E9
SRR3935359,RNA-Seq,128,478067,PRJNA330719,SAMN05422372,273353,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964651,GSM2244455,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244455,Neurons(Thy1),Brain,SRP079058,Tumor,11,F5
SRR3935360,RNA-Seq,128,430109029,PRJNA330719,SAMN05422373,168344641,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964652,GSM2244456,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244456,Neurons(Thy1),Brain,SRP079058,Tumor,11,C6
SRR3935361,RNA-Seq,128,503985,PRJNA330719,SAMN05422374,281064,OPC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964653,GSM2244457,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244457,Neurons(Thy1),Brain,SRP079058,Tumor,9,G4
SRR3935362,RNA-Seq,128,219491417,PRJNA330719,SAMN05422375,87158547,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964654,GSM2244458,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244458,Neurons(Thy1),Brain,SRP079058,Tumor,11,G3
SRR3935363,RNA-Seq,128,79722877,PRJNA330719,SAMN05422376,31547380,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964655,GSM2244459,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244459,Neurons(Thy1),Brain,SRP079058,Tumor,11,C2
SRR3935364,RNA-Seq,128,116628763,PRJNA330719,SAMN05422377,45804955,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964656,GSM2244460,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244460,Neurons(Thy1),Brain,SRP079058,Tumor,11,A2
SRR3935365,RNA-Seq,128,160796435,PRJNA330719,SAMN05422378,64196588,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964657,GSM2244461,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244461,Neurons(Thy1),Brain,SRP079058,Tumor,11,B2
SRR3935366,RNA-Seq,128,278244009,PRJNA330719,SAMN05422379,110306853,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1964658,GSM2244462,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000185,ILLUMINA,2017-11-02T00:00:00Z,GSM2244462,Neurons(Thy1),Brain,SRP079058,Tumor,11,H7
